location_key,date,country_code,country_name,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,latitude,longitude,area_sq_km,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,nurses_per_1000,physicians_per_1000,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,relative_humidity,population_largest_city,area_rural_sq_km,area_urban_sq_km,life_expectancy,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,new_recovered,cumulative_recovered
AR,2021-01-16,AR,Argentina,8426.0,174.0,1832067.0,48949.0,99874.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.777778,15.716667,28.572222,17.145,69.108272,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-01-17,AR,Argentina,4951.0,180.0,1837018.0,49129.0,100339.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,21.011111,10.211111,27.533333,1.1176,47.820175,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-01-18,AR,Argentina,12019.0,186.0,1849037.0,49315.0,104504.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.666667,13.024691,30.62963,0.0,47.555531,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-01-19,AR,Argentina,12038.0,170.0,1861075.0,49485.0,110155.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.922222,14.522222,31.35,0.0,46.973155,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-01-20,AR,Argentina,11380.0,194.0,1872455.0,49679.0,118646.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.246914,15.283951,32.092593,0.0,50.731499,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-01-21,AR,Argentina,10402.0,219.0,1882857.0,49898.0,124635.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.729167,16.152778,32.520833,0.0,48.963586,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-01-22,AR,Argentina,9964.0,184.0,1892821.0,50082.0,128560.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,27.083333,16.811111,33.344444,0.0,53.422138,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-01-23,AR,Argentina,6677.0,176.0,1899498.0,50258.0,130257.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,28.388889,19.5,34.234568,0.0,54.38086,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-01-24,AR,Argentina,3770.0,192.0,1903268.0,50450.0,130385.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,27.993827,20.697531,34.574074,0.889,57.949113,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-01-25,AR,Argentina,10045.0,184.0,1913313.0,50634.0,136432.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,28.127778,20.022222,35.088889,0.508,59.380323,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-01-26,AR,Argentina,10304.0,191.0,1923617.0,50825.0,141966.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,26.266667,19.977778,35.022222,4.953,64.937587,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-01-27,AR,Argentina,9888.0,189.0,1933505.0,51014.0,146224.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,26.822222,18.116667,32.888889,0.056444,55.90692,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-01-28,AR,Argentina,9265.0,168.0,1942770.0,51182.0,153122.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.805556,17.911111,33.111111,15.3162,65.169881,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-01-29,AR,Argentina,8722.0,152.0,1951492.0,51334.0,163197.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.172222,15.266667,29.833333,33.8582,70.82816,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-01-30,AR,Argentina,6385.0,167.0,1957877.0,51501.0,167354.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,19.530864,15.549383,29.296296,29.774444,82.897596,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-01-31,AR,Argentina,3915.0,148.0,1961792.0,51649.0,167611.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,16.611111,13.839506,21.932099,4.430889,83.7624,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-01,AR,Argentina,8937.0,161.0,1970729.0,51810.0,176063.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,17.512346,13.691358,21.271605,12.220222,82.621228,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-02,AR,Argentina,9149.0,161.0,1979878.0,51971.0,186296.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,18.533333,14.35,23.088889,7.2898,80.686225,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-03,AR,Argentina,8659.0,154.0,1988537.0,52125.0,197780.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.5,12.537037,26.117284,0.733778,66.220752,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-04,AR,Argentina,8113.0,165.0,1996650.0,52290.0,209559.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.233333,12.188889,28.416667,0.7366,57.056738,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-05,AR,Argentina,7688.0,166.0,2004338.0,52456.0,223224.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.166667,12.845679,29.45679,0.0,58.852108,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-06,AR,Argentina,5120.0,147.0,2009458.0,52603.0,227709.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.518519,15.185185,30.814815,0.0,58.008656,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-07,AR,Argentina,2910.0,158.0,2012368.0,52761.0,228279.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.753086,16.382716,31.641975,0.0,55.237728,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-08,AR,Argentina,7383.0,120.0,2019751.0,52881.0,238001.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,19.25,15.327778,30.061111,1.1684,83.417133,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-09,AR,Argentina,7761.0,138.0,2027512.0,53019.0,246347.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,19.135802,14.395062,22.777778,6.999111,79.983422,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-10,AR,Argentina,7122.0,156.0,2034634.0,53175.0,252792.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,16.513889,14.604167,23.0625,0.0,88.329804,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-11,AR,Argentina,7167.0,125.0,2041801.0,53300.0,260187.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,17.180877430420715,9.179742996763755,25.359978176375403,1.9471721860841424,57.165768626213584,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-12,AR,Argentina,7184.0,122.0,2048985.0,53422.0,266804.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,17.180877430420715,9.179742996763755,25.359978176375403,1.9471721860841424,57.165768626213584,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-13,AR,Argentina,4902.0,148.0,2053887.0,53570.0,268110.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.759259,14.716049,28.790123,0.435429,65.746521,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-14,AR,Argentina,2716.0,126.0,2056603.0,53696.0,268175.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.372222,15.088889,31.244444,6.0452,60.954871,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-15,AR,Argentina,3890.0,142.0,2060493.0,53838.0,268739.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,21.716049,16.759259,31.598765,0.028222,71.702272,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-16,AR,Argentina,3550.0,105.0,2064043.0,53943.0,269314.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,21.816667,14.211111,27.472222,0.3048,64.079028,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-17,AR,Argentina,7890.0,131.0,2071933.0,54074.0,279766.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.072222,14.283333,30.588889,0.0,56.472677,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-18,AR,Argentina,7858.0,145.0,2079791.0,54219.0,307412.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.994444,15.638889,31.661111,5.7912,55.259962,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-19,AR,Argentina,7482.0,133.0,2087273.0,54352.0,337025.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.123457,16.419753,31.703704,0.6096,71.379728,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-20,AR,Argentina,4884.0,115.0,2092157.0,54467.0,351450.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.166667,22.12963,27.32716,0.0,51.961867,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-21,AR,Argentina,2981.0,131.0,2095138.0,54598.0,360572.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,26.845679,16.54321,29.993827,0.0,59.594203,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-22,AR,Argentina,7421.0,138.0,2102559.0,54736.0,389916.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.876543,17.512346,31.395062,0.451556,62.274628,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
AR,2021-02-23,AR,Argentina,7131.0,129.0,2109690.0,54865.0,428144.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.444444,15.783333,31.161111,2.921,56.592614,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,
